pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
-50,x,16,0,64,0,,,,,164.80788049998228,,164.7967463999521,164.80788049998228,165.80873479996808,165.80873479996808,165.80873479996808,165.80873479996808,165.80873479996808,166.82436550001148,166.82436550001148,166.94727849995252,x,1,None,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
150,v,16,1,65,1,,,,,166.95808100001886,,166.94897030002903,166.95808100001886,167.958250900032,167.958250900032,167.958250900032,167.958250900032,167.958250900032,168.95803420001175,168.95803420001175,169.23220960004255,v,1,0.2681828000349924,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
50,c,16,2,66,2,,,,,169.24211540003307,,169.23413220001385,169.24211540003307,170.24179410003126,170.24179410003126,170.24179410003126,170.24179410003126,170.24179410003126,171.2417932000244,171.2417932000244,171.54518719995394,c,1,0.27699679997749627,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-150,z,16,3,67,3,,,,,171.55818950000685,,171.5463383999886,171.55818950000685,172.55832109996118,172.55832109996118,172.55832109996118,172.55832109996118,172.55832109996118,173.5588441999862,173.5588441999862,173.7982143999543,z,1,0.22544050007127225,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-50,x,17,0,68,0,,,,,173.80831550003495,,173.80028570001014,173.80831550003495,174.80822749994695,174.80822749994695,174.80822749994695,174.80822749994695,174.80822749994695,175.80850349995308,175.80850349995308,176.42975130002014,x,1,0.6069706999696791,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
150,v,17,1,69,1,,,,,176.44221520004794,,176.43073180003557,176.44221520004794,177.4416814999422,177.4416814999422,177.4416814999422,177.4416814999422,177.4416814999422,178.4415271000471,178.4415271000471,178.67889780004043,v,1,0.22778899990953505,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
50,c,17,2,70,2,,,,,178.69151579996105,,178.67986319994088,178.69151579996105,179.69173710001633,179.69173710001633,179.69173710001633,179.69173710001633,179.69173710001633,180.6916266999906,180.6916266999906,180.87956579995807,c,1,0.17783499998040497,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-150,z,17,3,71,3,,,,,180.89175359997898,,180.8805823000148,180.89175359997898,181.89185499993619,181.89185499993619,181.89185499993619,181.89185499993619,181.89185499993619,182.89170419995207,182.89170419995207,183.08013390004635,z,1,0.18480899999849498,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-50,x,18,0,72,0,,,,,183.09172090003267,,183.08196830004454,183.09172090003267,184.0918485999573,184.0918485999573,184.0918485999573,184.0918485999573,184.0918485999573,185.09230080002453,185.09230080002453,185.69614489993546,x,1,0.5982595999957994,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
150,v,18,1,73,1,,,,,185.70848639996257,,185.69733450002968,185.70848639996257,186.7084799000295,186.7084799000295,186.7084799000295,186.7084799000295,186.7084799000295,187.70860809995793,187.70860809995793,188.06327010004316,v,1,0.34259389992803335,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
50,c,18,2,74,2,,,,,188.07517409999855,,188.0642317000311,188.07517409999855,189.0753348999424,189.0753348999424,189.0753348999424,189.0753348999424,189.0753348999424,190.07527489995118,190.07527489995118,190.562681099982,c,1,0.4703395999968052,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-150,z,18,3,75,3,,,,,190.57517520000692,,190.56390920002013,190.57517520000692,191.5753921000287,191.5753921000287,191.5753921000287,191.5753921000287,191.5753921000287,192.57565979997162,192.57565979997162,192.83116689999588,z,1,0.2509425999596715,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-50,x,19,0,76,0,,,,,192.8419303999981,,192.83299479994457,192.8419303999981,193.84210070001427,193.84210070001427,193.84210070001427,193.84210070001427,193.84210070001427,194.8420722000301,194.8420722000301,194.98019379994366,x,1,0.1366656000027433,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
150,v,19,1,77,1,,,,,194.99213349993806,,194.98214999993797,194.99213349993806,195.99216230004095,195.99216230004095,195.99216230004095,195.99216230004095,195.99216230004095,196.9926073999377,196.9926073999377,197.1128840999445,v,1,0.10937449999619275,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
50,c,19,2,78,2,,,,,197.1254142000107,,197.11383159994148,197.1254142000107,198.12552020000294,198.12552020000294,198.12552020000294,198.12552020000294,198.12552020000294,199.12549400003627,199.12549400003627,199.4128813999705,c,1,0.2862955000018701,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-150,z,19,3,79,3,,,,,199.4256016999716,,199.41414060001262,199.4256016999716,200.42548620002344,200.42548620002344,200.42548620002344,200.42548620002344,200.42548620002344,201.4255042000441,201.4255042000441,201.66314199997578,z,1,0.23143140005413443,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-50,x,20,0,80,0,,,,,201.67547150002792,,201.66431509994436,201.67547150002792,202.6754990000045,202.6754990000045,202.6754990000045,202.6754990000045,202.6754990000045,203.67551820003428,203.67551820003428,203.91344789997675,x,1,0.2342731999233365,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
150,v,20,1,81,1,,,,,203.92563199996948,,203.91542790003587,203.92563199996948,204.9255540999584,204.9255540999584,204.9255540999584,204.9255540999584,204.9255540999584,205.9259616000345,205.9259616000345,206.21280920004938,v,1,0.2786626999732107,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
50,c,20,2,82,2,,,,,206.22583320003469,,206.21372719993815,206.22583320003469,207.22571160004009,207.22571160004009,207.22571160004009,207.22571160004009,207.22571160004009,208.22591869998723,208.22591869998723,208.446460200008,c,1,0.21076729998458177,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-150,z,20,3,83,3,,,,,208.45899119996466,,208.44775749999098,208.45899119996466,209.45929389994126,209.45929389994126,209.45929389994126,209.45929389994126,209.45929389994126,210.45909220003523,210.45909220003523,210.73077759996522,z,1,0.2594783999957144,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-50,x,21,0,84,0,,,,,210.7425980999833,,210.73194630001672,210.7425980999833,211.74296539998613,211.74296539998613,211.74296539998613,211.74296539998613,211.74296539998613,212.74259489995893,212.74259489995893,213.02985719998833,x,1,0.27082530001644045,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
150,v,21,1,85,1,,,,,213.0424985999707,,213.031187399989,213.0424985999707,214.0427227000473,214.0427227000473,214.0427227000473,214.0427227000473,214.0427227000473,215.04260699998122,215.04260699998122,215.34656660002656,v,1,0.29620310000609607,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
50,c,21,2,86,2,,,,,215.3593736999901,,215.34754019998945,215.3593736999901,216.35915589996148,216.35915589996148,216.35915589996148,216.35915589996148,216.35915589996148,217.3594829000067,217.3594829000067,217.513802499976,c,1,0.14855949999764562,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-150,z,21,3,87,3,,,,,217.52608550002333,,217.51513620000333,217.52608550002333,218.5258584000403,218.5258584000403,218.5258584000403,218.5258584000403,218.5258584000403,219.52601509995293,219.52601509995293,219.68263609998394,z,1,0.1472275999840349,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-50,x,22,0,88,0,,,,,219.69284409994725,,219.68475859996397,219.69284409994725,220.69297900004312,220.69297900004312,220.69297900004312,220.69297900004312,220.69297900004312,221.6926441999385,221.6926441999385,222.0636093999492,x,1,0.3642314999597147,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
150,v,22,1,89,1,,,,,222.0759454999352,,222.0648764000507,222.0759454999352,223.07616499997675,223.07616499997675,223.07616499997675,223.07616499997675,223.07616499997675,224.07604399998672,224.07604399998672,224.1973268999718,v,1,0.1171366999624297,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
50,c,22,2,90,2,,,,,224.20943539997097,,224.19833329995163,224.20943539997097,225.20968730002642,225.20968730002642,225.20968730002642,225.20968730002642,225.20968730002642,226.20952629996464,226.20952629996464,226.44718150002882,c,1,0.22760940005537122,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-150,z,22,3,91,3,,,,,226.45956009998918,,226.44812970003113,226.45956009998918,227.45953450002708,227.45953450002708,227.45953450002708,227.45953450002708,227.45953450002708,228.45992970000952,228.45992970000952,228.58037840004545,z,1,0.11146689997985959,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-50,x,23,0,92,0,,,,,228.59285769995768,,228.58163250004873,228.59285769995768,229.59302719996776,229.59302719996776,229.59302719996776,229.59302719996776,229.59302719996776,230.5930675000418,230.5930675000418,230.6984919999959,x,1,0.10268850007560104,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
150,v,23,1,93,1,,,,,230.7097439999925,,230.69972669996787,230.7097439999925,231.70971289998852,231.70971289998852,231.70971289998852,231.70971289998852,231.70971289998852,232.70961380004883,232.70961380004883,232.79759329999797,v,1,0.08053639996796846,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
50,c,23,2,94,2,,,,,232.809621399967,,232.79879749997053,232.809621399967,233.80982560000848,233.80982560000848,233.80982560000848,233.80982560000848,233.80982560000848,234.81002430000808,234.81002430000808,235.0471892999485,c,1,0.22211089998017997,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-150,z,23,3,95,3,,,,,235.05961410002783,,235.04816210002173,235.05961410002783,236.0601769000059,236.0601769000059,236.0601769000059,236.0601769000059,236.0601769000059,237.0597460999852,237.0597460999852,237.1303978000069,z,1,0.06610789999831468,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-50,x,24,0,96,0,,,,,237.1431634000037,,237.1316700000316,237.1431634000037,238.14300409995485,238.14300409995485,238.14300409995485,238.14300409995485,238.14300409995485,239.14326949999668,239.14326949999668,239.43079699994996,x,1,0.28420939994975924,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
150,v,24,1,97,1,,,,,239.44304080004804,,239.4318568999879,239.44304080004804,240.44303109997418,240.44303109997418,240.44303109997418,240.44303109997418,240.44303109997418,241.4432757999748,241.4432757999748,241.78146069997456,v,1,0.3320061999838799,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
50,c,24,2,98,2,,,,,241.79316550004296,,241.78251809999347,241.79316550004296,242.79341149993706,242.79341149993706,242.79341149993706,242.79341149993706,242.79341149993706,243.7933394999709,243.7933394999709,244.0308007999556,c,1,0.2338535999879241,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-150,z,24,3,99,3,,,,,244.04347589996178,,244.0317703000037,244.04347589996178,245.04337660002057,245.04337660002057,245.04337660002057,245.04337660002057,245.04337660002057,246.04326619999483,246.04326619999483,246.164518399979,z,1,0.11725140002090484,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-50,x,25,0,100,0,,,,,246.1766854999587,,246.16576480004005,246.1766854999587,247.17688579997048,247.17688579997048,247.17688579997048,247.17688579997048,247.17688579997048,248.1766348000383,248.1766348000383,248.3162892999826,x,1,0.13418409996666014,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
150,v,25,1,101,1,,,,,248.32677709998097,,248.31820159999188,248.32677709998097,249.32692669995595,249.32692669995595,249.32692669995595,249.32692669995595,249.32692669995595,250.32713310001418,250.32713310001418,250.41625400003977,v,1,0.07701250002719462,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
50,c,25,2,102,2,,,,,250.42723619996104,,250.41803119995166,250.42723619996104,251.42665000003763,251.42665000003763,251.42665000003763,251.42665000003763,251.42665000003763,252.4268314000219,252.4268314000219,252.4666056999704,c,1,0.029833099921233952,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-150,z,25,3,103,3,,,,,252.476849699975,,252.4689347000094,252.476849699975,253.47705390001647,253.47705390001647,253.47705390001647,253.47705390001647,253.47705390001647,254.4773470000364,254.4773470000364,254.58130039996468,z,1,0.08764579996932298,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-50,x,26,0,104,0,,,,,254.5935252000345,,254.5826151999645,254.5935252000345,255.59369709994644,255.59369709994644,255.59369709994644,255.59369709994644,255.59369709994644,256.5936867999844,256.5936867999844,257.06481320003513,x,1,0.4626496999990195,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
150,v,26,1,105,1,,,,,257.07681310002226,,257.06595570000354,257.07681310002226,258.0770449000411,258.0770449000411,258.0770449000411,258.0770449000411,258.0770449000411,259.0771880999673,259.0771880999673,259.34823100001086,v,1,0.2540502999909222,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
50,c,26,2,106,2,,,,,259.36029410001356,,259.3495357000502,259.36029410001356,260.36055700003635,260.36055700003635,260.36055700003635,260.36055700003635,260.36055700003635,261.3606090999674,261.3606090999674,261.6331506000133,c,1,0.2565231000771746,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-150,z,26,3,107,3,,,,,261.6438659999985,,261.63443490001373,261.6438659999985,262.6439084999729,262.6439084999729,262.6439084999729,262.6439084999729,262.6439084999729,263.6437702999683,263.6437702999683,263.94814490003046,z,1,0.29115900001488626,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-50,x,27,0,108,0,,,,,263.96065739996266,,263.94908719998784,263.96065739996266,264.96087529999204,264.96087529999204,264.96087529999204,264.96087529999204,264.96087529999204,265.96060959994793,265.96060959994793,266.7161097000353,x,1,0.745874400017783,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
150,v,27,1,109,1,,,,,266.727174700005,,266.717383399955,266.727174700005,267.7275192999514,267.7275192999514,267.7275192999514,267.7275192999514,267.7275192999514,268.72720530000515,268.72720530000515,268.94805330003146,v,1,0.21540250000543892,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
50,c,27,2,110,2,,,,,268.96104860003106,,268.9500107000349,268.96104860003106,269.96076219994575,269.96076219994575,269.96076219994575,269.96076219994575,269.96076219994575,270.9607382999966,270.9607382999966,271.18319719994906,c,1,0.2169129999820143,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-150,z,27,3,111,3,,,,,271.1939728000434,,271.1851374999387,271.1939728000434,272.1941689000232,272.1941689000232,272.1941689000232,272.1941689000232,272.1941689000232,273.1941901999526,273.1941901999526,273.4506806000136,z,1,0.24534829996991903,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-50,x,28,0,112,0,,,,,273.4607327999547,,273.45262060000096,273.4607327999547,274.461097399937,274.461097399937,274.461097399937,274.461097399937,274.461097399937,275.46073189994786,275.46073189994786,275.48148640000727,x,1,0.006956299999728799,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
150,v,28,1,113,1,,,,,275.4940334999701,,275.48276119993534,275.4940334999701,276.4942540000193,276.4942540000193,276.4942540000193,276.4942540000193,276.4942540000193,277.4946188000031,277.4946188000031,277.5818660999648,v,1,0.08263239997904748,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
50,c,28,2,114,2,,,,,277.5941694000503,,277.58316429995466,277.5941694000503,278.594278799952,278.594278799952,278.594278799952,278.594278799952,278.594278799952,279.59417810000014,279.59417810000014,279.7826842999784,c,1,0.18209749995730817,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-150,z,28,3,115,3,,,,,279.7943424000405,,279.78361000004224,279.7943424000405,280.794246800011,280.794246800011,280.794246800011,280.794246800011,280.794246800011,281.79422959999647,281.79422959999647,281.9816869000206,z,1,0.17513039999175817,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-50,x,29,0,116,0,,,,,281.9943203999428,,281.9826346000191,281.9943203999428,282.99442659993656,282.99442659993656,282.99442659993656,282.99442659993656,282.99442659993656,283.99439070001245,283.99439070001245,284.0652295999462,x,1,0.05543250008486211,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
150,v,29,1,117,1,,,,,284.07774790003896,,284.0663863000227,284.07774790003896,285.07781359995715,285.07781359995715,285.07781359995715,285.07781359995715,285.07781359995715,286.07787879998796,286.07787879998796,286.34886050003115,v,1,0.26602370000910014,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
50,c,29,2,118,2,,,,,286.3611775999889,,286.34993060003035,286.3611775999889,287.36142740002833,287.36142740002833,287.36142740002833,287.36142740002833,287.36142740002833,288.36102579999715,288.36102579999715,288.6988878999837,c,1,0.3337118000490591,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-150,z,29,3,119,3,,,,,288.71167350001633,,288.6998217999935,288.71167350001633,289.7113783999812,289.7113783999812,289.7113783999812,289.7113783999812,289.7113783999812,290.7113228000235,290.7113228000235,290.80066439998336,z,1,0.07550849998369813,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-50,x,30,0,120,0,,,,,290.81118059996516,,290.80264450004324,290.81118059996516,291.8115083000157,291.8115083000157,291.8115083000157,291.8115083000157,291.8115083000157,292.8112101999577,292.8112101999577,293.14844020002056,x,1,0.32332450000103563,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
150,v,30,1,121,1,,,,,293.16117189999204,,293.1493316999404,293.16117189999204,294.1615056999726,294.1615056999726,294.1615056999726,294.1615056999726,294.1615056999726,295.16154370002914,295.16154370002914,295.4327201000415,v,1,0.2641241999808699,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
50,c,30,2,122,2,,,,,295.4446684999857,,295.43384870002046,295.4446684999857,296.44478120002896,296.44478120002896,296.44478120002896,296.44478120002896,296.44478120002896,297.4448279000353,297.4448279000353,297.7171893999912,c,1,0.24503859994001687,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-150,z,30,3,123,3,,,,,297.72880319994874,,297.7185170999728,297.72880319994874,298.7282268999843,298.7282268999843,298.7282268999843,298.7282268999843,298.7282268999843,299.7280728999758,299.7280728999758,300.1827264999738,z,1,0.4510662000393495,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-50,x,31,0,124,0,,,,,300.194739199942,,300.18398380000144,300.194739199942,301.19493869994767,301.19493869994767,301.19493869994767,301.19493869994767,301.19493869994767,302.19489659997635,302.19489659997635,302.5333704999648,x,1,None,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
150,v,31,1,125,1,,,,,302.54496159998234,,302.53453309996985,302.54496159998234,303.54483479994815,303.54483479994815,303.54483479994815,303.54483479994815,303.54483479994815,304.54481340001803,304.54481340001803,304.8991036999505,v,1,0.34483149996958673,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
50,c,31,2,126,2,,,,,304.9117012999486,,304.9001012999797,304.9117012999486,305.91171749995556,305.91171749995556,305.91171749995556,305.91171749995556,305.91171749995556,306.91170299996156,306.91170299996156,307.18594829994254,c,1,0.26410800009034574,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-150,z,31,3,127,3,,,,,307.1951917000115,,307.1868807999417,307.1951917000115,308.1951197000453,308.1951197000453,308.1951197000453,308.1951197000453,308.1951197000453,309.1952143999515,309.1952143999515,309.46808989997953,z,1,0.2645945999538526,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-50,x,32,0,128,0,,,,,309.4783257000381,,309.46908179996535,309.4783257000381,310.47828259994276,310.47828259994276,310.47828259994276,310.47828259994276,310.47828259994276,311.4783623999683,311.4783623999683,311.70044729998335,x,1,0.2183523999992758,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
150,v,32,1,129,1,,,,,311.71169260004535,,311.7016748000169,311.71169260004535,312.71168279997073,312.71168279997073,312.71168279997073,312.71168279997073,312.71168279997073,313.7118047999684,313.7118047999684,314.08290919999126,v,1,0.35657740000169724,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
50,c,32,2,130,2,,,,,314.0954706999473,,314.0838449000148,314.0954706999473,315.0953843999887,315.0953843999887,315.0953843999887,315.0953843999887,315.0953843999887,316.09529450000264,316.09529450000264,316.2664761999622,c,1,0.1649290999630466,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-150,z,32,3,131,3,,,,,316.27863539999817,,316.2675373000093,316.27863539999817,317.27889680000953,317.27889680000953,317.27889680000953,317.27889680000953,317.27889680000953,318.27854900003877,318.27854900003877,318.4493510000175,z,1,0.1591448999242857,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-50,x,33,0,132,0,,,,,318.4619372000452,,318.4502794999862,318.4619372000452,319.4622320999624,319.4622320999624,319.4622320999624,319.4622320999624,319.4622320999624,320.4784294000128,320.4784294000128,320.69992519996595,x,1,0.21645629999693483,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
150,v,33,1,133,1,,,,,320.7120283000404,,320.70130449999124,320.7120283000404,321.7123102999758,321.7123102999758,321.7123102999758,321.7123102999758,321.7123102999758,322.71216450002976,322.71216450002976,322.99964229995385,v,1,0.2754767999285832,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
50,c,33,2,134,2,,,,,323.0123670999892,,323.00058590003755,323.0123670999892,324.01241119997576,324.01241119997576,324.01241119997576,324.01241119997576,324.01241119997576,325.0122641000198,325.0122641000198,325.1165008000098,c,1,0.0911389000248164,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-150,z,33,3,135,3,,,,,325.12913430004846,,325.11747189995367,325.12913430004846,326.1291538999649,326.1291538999649,326.1291538999649,326.1291538999649,326.1291538999649,327.12902510003187,327.12902510003187,327.31693339999765,z,1,0.1827338000293821,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-50,x,34,0,136,0,,,,,327.3291076000314,,327.3178561000386,327.3291076000314,328.3293645000085,328.3293645000085,328.3293645000085,328.3293645000085,328.3293645000085,329.32923449994996,329.32923449994996,329.6671304999618,x,1,0.3368481000652537,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
150,v,34,1,137,1,,,,,329.67936790001113,,329.6680499999784,329.67936790001113,330.6792655000463,330.6792655000463,330.6792655000463,330.6792655000463,330.6792655000463,331.6792448000051,331.6792448000051,331.71679029997904,v,1,0.026571800000965595,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
50,c,34,2,138,2,,,,,331.72922910004854,,331.7177395999897,331.72922910004854,332.72967979998793,332.72967979998793,332.72967979998793,332.72967979998793,332.72967979998793,333.7292518999893,333.7292518999893,334.1664561999496,c,1,0.42813280003611,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-150,z,34,3,139,3,,,,,334.17915260000154,,334.1673562999349,334.17915260000154,335.1792713999748,335.1792713999748,335.1792713999748,335.1792713999748,335.1792713999748,336.17954199993983,336.17954199993983,336.81671219994314,z,1,0.6236649000784382,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
-50,x,35,0,140,0,,,,,336.82978359994013,,336.81766579998657,336.82978359994013,337.82945550000295,337.82945550000295,337.82945550000295,337.82945550000295,337.82945550000295,338.8295200000284,338.8295200000284,339.283511799993,x,1,0.4379759000148624,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
150,v,35,1,141,1,,,,,339.29606870003045,,339.28442729997914,339.29606870003045,340.29608470003586,340.29608470003586,340.29608470003586,340.29608470003586,340.29608470003586,341.29618589999154,341.29618589999154,341.5340922999894,v,1,0.23193150002043694,None,997103,001,2024-10-17_19h57.37.916,sequence learning,2024.1.5,None,2024-10-17 19h57.47.861192 +0530,
